"name","gender","birthday","state","party","class","start","end"
"Allen Thurman","M","1813-11-13","OH","Democrat",1,1869-03-04,1875-03-03
"Allen Thurman","M","1813-11-13","OH","Democrat",1,1875-12-06,1881-03-03
"William Wallace","M","1827-11-28","PA","Democrat",1,1875-12-06,1881-03-03
"Robert Withers","M","1821-09-18","VA","Democrat",1,1875-12-06,1881-03-03
"William Barnum","M","1818-09-17","CT","Democrat",3,1876-01-01,1879-03-03
"James Blaine","M","1830-01-31","ME","Republican",2,1876-01-01,1881-12-31
"Jerome Chaffee","M","1825-04-17","CO","Republican",3,1876-01-01,1879-03-03
"Samuel Price","M","1805-07-28","WV","Democrat",1,1876-01-01,1877-12-31
"David Armstrong","M","1812-10-21","MO","Democrat",3,1877-10-15,1879-03-03
"James Bailey","M","1822-08-15","TN","Democrat",1,1877-10-15,1881-03-03
"David Davis","M","1815-03-09","IL","Independent",2,1877-10-15,1883-03-03
"Henry Davis","M","1823-11-16","WV","Democrat",2,1871-03-04,1877-03-03
"Henry Davis","M","1823-11-16","WV","Democrat",2,1877-10-15,1883-03-03
"Thomas Ferry","M","1827-06-10","MI","Republican",2,1871-03-04,1877-03-03
"Thomas Ferry","M","1827-06-10","MI","Republican",2,1877-10-15,1883-03-03
"La Grover","M","1823-11-29","OR","Democrat",2,1877-10-15,1883-03-03
"Frank Hereford","M","1825-07-04","WV","Democrat",1,1877-10-15,1881-03-03
"Benjamin Hill","M","1823-09-14","GA","Democrat",2,1877-10-15,1883-03-03
"John Johnston","M","1818-09-09","VA","Democrat",2,1870-01-01,1877-03-03
"John Johnston","M","1818-09-09","VA","Democrat",2,1877-10-15,1883-03-03
"Samuel Kirkwood","M","1813-12-20","IA","Republican",3,1866-01-01,1867-03-03
"Samuel Kirkwood","M","1813-12-20","IA","Republican",2,1877-10-15,1881-12-31
"Stanley Matthews","M","1824-07-21","OH","Republican",3,1877-10-15,1879-03-03
"Edward Rollins","M","1824-10-03","NH","Republican",2,1877-10-15,1883-03-03
"Alvin Saunders","M","1817-07-12","NE","Republican",2,1877-10-15,1883-03-03
"Henry Baldwin","M","1814-02-22","MI","Republican",1,1879-03-18,1881-03-03
"Charles Bell","M","1823-11-18","NH","Republican",3,1879-03-18,1879-12-31
"Matthew Carpenter","M","1824-12-22","WI","Republican",1,1869-03-04,1875-03-03
"Matthew Carpenter","M","1824-12-22","WI","Republican",3,1879-03-18,1881-12-31
"Zachariah Chandler","M","1813-12-10","MI","Republican",1,1857-12-07,1863-03-03
"Zachariah Chandler","M","1813-12-10","MI","Republican",1,1863-12-07,1875-03-03
"Zachariah Chandler","M","1813-12-10","MI","Republican",1,1879-03-18,1879-12-31
"Roscoe Conkling","M","1829-10-30","NY","Republican",3,1867-03-04,1873-03-03
"Roscoe Conkling","M","1829-10-30","NY","Republican",3,1873-12-01,1881-12-31
"James Farley","M","1829-08-06","CA","Democrat",3,1879-03-18,1885-03-03
"James Groome","M","1838-04-04","MD","Democrat",3,1879-03-18,1885-03-03
"Nathaniel Hill","M","1832-02-18","CO","Republican",3,1879-03-18,1885-03-03
"George Houston","M","1811-01-17","AL","Democrat",3,1879-03-18,1879-12-31
"Benjamin Jonas","M","1834-07-19","LA","Democrat",3,1879-03-18,1885-03-03
"George Pendleton","M","1825-07-19","OH","Democrat",3,1879-03-18,1885-03-03
"James Shields","M","","IL","Democrat",3,1849-12-03,1855-03-03
"James Shields","M","","MN","Democrat",2,1858-01-01,1859-03-03
"James Shields","M","","MO","Democrat",3,1879-01-27,1879-03-03
"James Slater","M","1826-12-28","OR","Democrat",3,1879-03-18,1885-03-03
"James Walker","M","1830-12-13","AR","Democrat",3,1879-03-18,1885-03-03
"John Williams","M","1818-07-10","KY","Democrat",3,1879-03-18,1885-03-03
"William Windom","M","1827-05-10","MN","Republican",2,1870-07-15,1871-03-03
"William Windom","M","1827-05-10","MN","Republican",2,1872-01-01,1881-03-07
"William Windom","M","1827-05-10","MN","Republican",2,1881-11-15,1883-03-03
"Thomas Bayard","M","1828-10-29","DE","Democrat",1,1869-03-04,1875-03-03
"Thomas Bayard","M","1828-10-29","DE","Democrat",1,1875-12-06,1881-03-03
"Thomas Bayard","M","1828-10-29","DE","Democrat",1,1881-12-05,1885-12-31
"Angus Cameron","M","1826-07-04","WI","Republican",1,1875-12-06,1881-03-03
"Angus Cameron","M","1826-07-04","WI","Republican",3,1881-12-05,1885-03-03
"Omar Conger","M","1818-04-01","MI","Republican",1,1881-12-05,1887-03-03
"Alonzo Edgerton","M","1827-06-07","MN","Republican",2,1881-12-05,1881-12-31
"James Fair","M","1831-12-03","NV","Democrat",1,1881-12-05,1887-03-03
"Howell Jackson","M","1832-04-08","TN","Democrat",1,1881-12-05,1887-03-03
"Charles Jones","M","1834-12-24","FL","Democrat",1,1875-12-06,1881-03-03
"Charles Jones","M","1834-12-24","FL","Democrat",1,1881-12-05,1887-03-03
"Elbridge Lapham","M","1814-10-18","NY","Republican",3,1881-12-05,1885-03-03
"William Mahone","M","1826-12-01","VA","Republican",1,1881-12-05,1887-03-03
"Samuel Maxey","M","1825-03-30","TX","Democrat",1,1875-12-06,1881-03-03
"Samuel Maxey","M","1825-03-30","TX","Democrat",1,1881-12-05,1887-03-03
"James McDill","M","1834-03-04","IA","Republican",2,1881-12-05,1883-03-03
"Samuel McMillan","M","1826-02-22","MN","Republican",1,1875-12-06,1881-03-03
"Samuel McMillan","M","1826-02-22","MN","Republican",1,1881-12-05,1887-03-03
"John Miller","M","1831-11-21","CA","Republican",1,1881-12-05,1887-03-03
"Warner Miller","M","1838-08-12","NY","Republican",1,1881-12-05,1887-03-03
"John Mitchell","M","1838-07-28","PA","Republican",1,1881-12-05,1887-03-03
"Charles Van Wyck","M","1824-05-10","NE","Republican",1,1881-12-05,1887-03-03
"Middleton Barrow","M","1839-08-01","GA","Democrat",2,1882-01-01,1883-03-03
"George Chilcott","M","1828-01-02","CO","Republican",2,1882-01-01,1883-03-03
"Henry Anthony","M","1815-04-01","RI","Republican",2,1859-12-05,1865-03-03
"Henry Anthony","M","1815-04-01","RI","Republican",2,1865-12-04,1877-03-03
"Henry Anthony","M","1815-04-01","RI","Republican",2,1877-10-15,1883-03-03
"Henry Anthony","M","1815-04-01","RI","Republican",2,1883-12-03,1885-03-03
"Thomas Bowen","M","1835-10-26","CO","Republican",2,1883-12-03,1889-03-03
"William Eaton","M","1816-10-11","CT","Democrat",1,1875-12-06,1881-03-03
"Augustus Garland","M","1832-06-11","AR","Democrat",2,1877-10-15,1883-03-03
"Augustus Garland","M","1832-06-11","AR","Democrat",2,1883-12-03,1885-12-31
"William Kellogg","M","1830-12-08","LA","Republican",3,1868-01-01,1873-03-03
"William Kellogg","M","1830-12-08","LA","Republican",2,1877-10-15,1883-03-03
"Lucius Lamar","M","1825-09-17","MS","Democrat",2,1877-10-15,1883-03-03
"Lucius Lamar","M","1825-09-17","MS","Democrat",2,1883-12-03,1885-12-31
"Thomas Palmer","M","1830-01-25","MI","Republican",2,1883-12-03,1889-03-03
"Austin Pike","M","1819-10-16","NH","Republican",2,1883-12-03,1887-03-03
"Luke Poland","M","1815-11-01","VT","Republican",3,1865-12-04,1867-03-03
"Luke Pryor","M","1820-07-05","AL","Democrat",3,1880-01-01,1881-03-03
"Harrison Riddleberger","M","1844-10-04","VA","Republican",2,1883-12-03,1889-03-03
"Dwight Sabin","M","1843-04-25","MN","Republican",2,1883-12-03,1889-03-03
"Eli Saulsbury","M","1817-12-29","DE","Democrat",2,1871-03-04,1877-03-03
"Eli Saulsbury","M","1817-12-29","DE","Democrat",2,1877-10-15,1883-03-03
"Eli Saulsbury","M","1817-12-29","DE","Democrat",2,1883-12-03,1889-03-03
"Horace Tabor","M","1830-11-26","CO","Republican",2,1883-12-03,1883-12-31
"William Sheffield","M","1820-08-30","RI","Republican",2,1884-01-01,1885-12-31
"Joseph Brown","M","1821-04-15","GA","Democrat",3,1880-01-01,1885-03-03
"Joseph Brown","M","1821-04-15","GA","Democrat",3,1885-12-07,1891-03-03
"Jonathan Chace","M","1829-07-22","RI","Republican",2,1885-12-07,1889-03-03
"James Eustis","M","1834-08-27","LA","Democrat",3,1876-01-01,1879-03-03
"James Eustis","M","1834-08-27","LA","Democrat",3,1885-12-07,1891-03-03
"William Evarts","M","1818-02-06","NY","Republican",3,1885-12-07,1891-03-03
"Wade Hampton","M","1818-03-28","SC","Democrat",3,1879-03-18,1885-03-03
"Wade Hampton","M","1818-03-28","SC","Democrat",3,1885-12-07,1891-03-03
"John Ingalls","M","1833-12-29","KS","Republican",3,1873-12-01,1885-03-03
"John Ingalls","M","1833-12-29","KS","Republican",3,1885-12-07,1891-03-03
"John Logan","M","1826-02-09","IL","Republican",2,1871-03-04,1877-03-03
"John Logan","M","1826-02-09","IL","Republican",3,1879-03-18,1885-03-03
"John Logan","M","1826-02-09","IL","Republican",3,1885-12-07,1887-03-03
"Henry Payne","M","1810-11-30","OH","Democrat",3,1885-12-07,1891-03-03
"Ephraim Wilson","M","1821-12-22","MD","Democrat",3,1885-12-07,1891-03-03
"Person Cheney","M","1828-02-25","NH","Republican",2,1886-01-01,1887-12-31
"Abram Williams","M","1832-02-03","CA","Republican",1,1886-01-01,1887-03-03
"Rufus Blodgett","M","1834-10-09","NJ","Democrat",1,1887-12-05,1893-03-03
"Henry Dawes","M","1816-10-30","MA","Republican",1,1875-12-06,1881-03-03
"Henry Dawes","M","1816-10-30","MA","Republican",1,1881-12-05,1887-03-03
"Henry Dawes","M","1816-10-30","MA","Republican",1,1887-12-05,1893-03-03
"George Edmunds","M","1828-02-01","VT","Republican",1,1866-01-01,1875-03-03
"George Edmunds","M","1828-02-01","VT","Republican",1,1875-12-06,1881-03-03
"George Edmunds","M","1828-02-01","VT","Republican",1,1881-12-05,1887-03-03
"George Edmunds","M","1828-02-01","VT","Republican",1,1887-12-05,1891-12-31
"Charles Farwell","M","1823-07-01","IL","Republican",3,1887-12-05,1891-03-03
"George Hearst","M","1820-09-03","CA","Democrat",1,1886-01-01,1887-03-03
"George Hearst","M","1820-09-03","CA","Democrat",1,1887-12-05,1891-12-31
"Frank Hiscock","M","1834-09-06","NY","Republican",1,1887-12-05,1893-03-03
"Thomas Norwood","M","1830-04-26","GA","Democrat",2,1871-03-04,1877-03-03
"Algernon Paddock","M","1830-11-09","NE","Republican",1,1875-12-06,1881-03-03
"Algernon Paddock","M","1830-11-09","NE","Republican",1,1887-12-05,1893-03-03
"John Reagan","M","1818-10-08","TX","Democrat",1,1887-12-05,1891-12-31
"Philetus Sawyer","M","1816-09-22","WI","Republican",1,1881-12-05,1887-03-03
"Philetus Sawyer","M","1816-09-22","WI","Republican",1,1887-12-05,1893-03-03
"Benjamin Harrison","M","1833-08-20","IN","Republican",1,1881-12-05,1887-03-03
"John Allen","M","1845-05-18","WA","Republican",1,1889-12-02,1893-03-03
"John Barbour","M","1820-12-29","VA","Democrat",2,1889-12-02,1893-03-03
"James Beck","M","1822-02-13","KY","Democrat",2,1877-10-15,1883-03-03
"James Beck","M","1822-02-13","KY","Democrat",2,1883-12-03,1889-03-03
"James Beck","M","1822-02-13","KY","Democrat",2,1889-12-02,1891-03-03
"Charles Buckalew","M","1821-12-28","PA","Democrat",1,1863-12-07,1869-03-03
"Matthew Butler","M","1836-03-08","SC","Democrat",2,1877-10-15,1883-03-03
"Matthew Butler","M","1836-03-08","SC","Democrat",2,1883-12-03,1889-03-03
"Matthew Butler","M","1836-03-08","SC","Democrat",2,1889-12-02,1895-03-03
"Lyman Casey","M","1837-05-06","ND","Republican",1,1889-12-02,1893-03-03
"Richard Coke","M","1829-03-13","TX","Democrat",2,1877-10-15,1883-03-03
"Richard Coke","M","1829-03-13","TX","Democrat",2,1883-12-03,1889-03-03
"Richard Coke","M","1829-03-13","TX","Democrat",2,1889-12-02,1895-03-03
"Alfred Colquitt","M","1824-04-20","GA","Democrat",2,1883-12-03,1889-03-03
"Alfred Colquitt","M","1824-04-20","GA","Democrat",2,1889-12-02,1895-03-03
"Nathan Dixon","M","1847-08-28","RI","Republican",2,1889-12-02,1895-03-03
"Joseph Dolph","M","1835-10-19","OR","Republican",2,1883-12-03,1889-03-03
"Joseph Dolph","M","1835-10-19","OR","Republican",2,1889-12-02,1895-03-03
"Randall Gibson","M","1832-09-10","LA","Democrat",2,1883-12-03,1889-03-03
"Randall Gibson","M","1832-09-10","LA","Democrat",2,1889-12-02,1893-03-03
"Anthony Higgins","M","1840-10-01","DE","Republican",2,1889-12-02,1895-03-03
"John Kenna","M","1848-04-10","WV","Democrat",2,1883-12-03,1889-03-03
"John Kenna","M","1848-04-10","WV","Democrat",2,1889-12-02,1893-12-31
"Charles Manderson","M","1837-02-09","NE","Republican",2,1883-12-03,1889-03-03
"Charles Manderson","M","1837-02-09","NE","Republican",2,1889-12-02,1895-03-03
"Gilman Marston","M","1811-08-20","NH","Republican",2,1889-12-02,1889-12-31
"John McPherson","M","1833-05-09","NJ","Democrat",2,1877-10-15,1883-03-03
"John McPherson","M","1833-05-09","NJ","Democrat",2,1883-12-03,1889-03-03
"John McPherson","M","1833-05-09","NJ","Democrat",2,1889-12-02,1895-03-03
"Gideon Moody","M","1832-10-16","SD","Republican",3,1889-12-02,1891-03-03
"Gilbert Pierce","M","1839-01-11","ND","Republican",3,1889-12-02,1891-03-03
"Preston Plumb","M","1837-10-12","KS","Republican",2,1877-10-15,1883-03-03
"Preston Plumb","M","1837-10-12","KS","Republican",2,1883-12-03,1889-03-03
"Preston Plumb","M","1837-10-12","KS","Republican",2,1889-12-02,1891-12-31
"Matt Ransom","M","1826-10-08","NC","Democrat",2,1872-01-01,1877-03-03
"Matt Ransom","M","1826-10-08","NC","Democrat",2,1877-10-15,1883-03-03
"Matt Ransom","M","1826-10-08","NC","Democrat",2,1883-12-03,1889-03-03
"Matt Ransom","M","1826-10-08","NC","Democrat",2,1889-12-02,1895-03-03
"William Washburn","M","1831-01-14","MN","Republican",2,1889-12-02,1895-03-03
"Washington Whitthorne","M","1825-04-19","TN","Democrat",1,1886-01-01,1887-03-03
"James Wilson","M","1828-10-19","IA","Republican",2,1883-12-03,1889-03-03
"James Wilson","M","1828-10-19","IA","Republican",2,1889-12-02,1895-03-03
"Joseph Carey","M","1845-01-19","WY","Republican",2,1890-01-01,1895-03-03
"John Carlisle","M","1834-09-05","KY","Democrat",2,1890-01-01,1893-12-31
"William McConnell","M","1839-09-18","ID","Republican",3,1890-01-01,1891-03-03
"Thomas Power","M","1839-05-22","MT","Republican",2,1890-01-01,1895-03-03
"Wilbur Sanders","M","1834-05-02","MT","Republican",1,1890-01-01,1893-03-03
"Calvin Brice","M","1845-09-17","OH","Democrat",3,1891-12-07,1897-03-03
"Wilkinson Call","M","1834-01-09","FL","Democrat",3,1879-03-18,1885-03-03
"Wilkinson Call","M","1834-01-09","FL","Democrat",3,1885-12-07,1891-03-03
"Wilkinson Call","M","1834-01-09","FL","Democrat",3,1891-12-07,1897-03-03
"James Cameron","M","1833-05-14","PA","Republican",3,1877-10-15,1885-03-03
"James Cameron","M","1833-05-14","PA","Republican",3,1885-12-07,1891-03-03
"James Cameron","M","1833-05-14","PA","Republican",3,1891-12-07,1897-03-03
"Charles Felton","M","1832-01-01","CA","Republican",1,1891-12-07,1893-03-03
"Charles Gibson","M","1842-01-19","MD","Democrat",3,1891-12-07,1897-03-03
"John Gordon","M","1832-02-06","GA","Democrat",3,1873-12-01,1881-03-03
"John Gordon","M","1832-02-06","GA","Democrat",3,1891-12-07,1897-03-03
"John Irby","M","1854-09-10","SC","Democrat",3,1891-12-07,1897-03-03
"John Palmer","M","1817-09-13","IL","Democrat",3,1891-12-07,1897-03-03
"William Peffer","M","1831-09-10","KS","Populist",3,1891-12-07,1897-03-03
"James Pugh","M","1820-12-12","AL","Democrat",3,1880-01-01,1885-03-03
"James Pugh","M","1820-12-12","AL","Democrat",3,1885-12-07,1891-03-03
"James Pugh","M","1820-12-12","AL","Democrat",3,1891-12-07,1897-03-03
"Watson Squire","M","1838-05-18","WA","Republican",3,1889-12-02,1891-03-03
"Watson Squire","M","1838-05-18","WA","Republican",3,1891-12-07,1897-03-03
"Leland Stanford","M","1824-03-09","CA","Republican",3,1885-12-07,1891-03-03
"Leland Stanford","M","1824-03-09","CA","Republican",3,1891-12-07,1893-12-31
"Zebulon Vance","M","1830-05-13","NC","Democrat",3,1879-03-18,1885-03-03
"Zebulon Vance","M","1830-05-13","NC","Democrat",3,1885-12-07,1891-03-03
"Zebulon Vance","M","1830-05-13","NC","Democrat",3,1891-12-07,1895-03-03
"William Vilas","M","1840-07-09","WI","Democrat",3,1891-12-07,1897-03-03
"Daniel Voorhees","M","1827-09-26","IN","Democrat",3,1877-10-15,1885-03-03
"Daniel Voorhees","M","1827-09-26","IN","Democrat",3,1885-12-07,1891-03-03
"Daniel Voorhees","M","1827-09-26","IN","Democrat",3,1891-12-07,1897-03-03
"Edward White","M","1845-11-03","LA","Democrat",3,1891-12-07,1895-03-03
"David Hill","M","1843-08-29","NY","Democrat",3,1892-01-01,1897-03-03
"Eppa Hunton","M","1822-09-22","VA","Democrat",2,1892-01-01,1895-03-03
"Roger Mills","M","1832-03-30","TX","Democrat",1,1892-01-01,1899-03-03
"Bishop Perkins","M","1841-10-18","KS","Republican",2,1892-01-01,1893-12-31
"Henry Blair","M","1834-12-06","NH","Republican",3,1879-03-18,1885-03-03
"Henry Blair","M","1834-12-06","NH","Republican",3,1885-12-07,1891-03-03
"Johnson Camden","M","1828-03-06","WV","Democrat",1,1881-12-05,1887-03-03
"Johnson Camden","M","1828-03-06","WV","Democrat",2,1893-08-07,1895-03-03
"Charles Faulkner","M","1847-09-21","WV","Democrat",1,1887-12-05,1899-03-03
"James George","M","1826-10-20","MS","Democrat",1,1881-12-05,1887-03-03
"James George","M","1826-10-20","MS","Democrat",1,1887-12-05,1897-12-31
"George Gray","M","1840-05-04","DE","Democrat",1,1885-12-07,1887-03-03
"George Gray","M","1840-05-04","DE","Democrat",1,1887-12-05,1899-03-03
"John Martin","M","1833-11-12","KS","Democrat",2,1893-08-07,1895-03-03
"John Mitchell","M","1842-10-19","WI","Democrat",1,1893-08-07,1899-03-03
"Edward Murphy","M","1836-12-15","NY","Democrat",1,1893-08-07,1899-03-03
"Samuel Pasco","M","1834-06-28","FL","Democrat",1,1887-12-05,1899-03-03
"William Roach","M","1840-09-25","ND","Democrat",1,1893-08-07,1899-03-03
"John Sherman","M","1823-05-10","OH","Republican",3,1861-07-04,1873-03-03
"John Sherman","M","1823-05-10","OH","Republican",3,1873-12-01,1877-12-31
"John Sherman","M","1823-05-10","OH","Republican",1,1881-12-05,1887-03-03
"John Sherman","M","1823-05-10","OH","Republican",1,1887-12-05,1897-12-31
"James Smith","M","1851-06-12","NJ","Democrat",1,1893-08-07,1899-03-03
"Francis Stockbridge","M","1826-04-09","MI","Republican",1,1887-12-05,1895-03-03
"David Turpie","M","1828-07-08","IN","Democrat",1,1863-12-07,1863-12-31
"David Turpie","M","1828-07-08","IN","Democrat",1,1887-12-05,1899-03-03
"Stephen White","M","1853-01-19","CA","Democrat",1,1893-08-07,1899-03-03
"Newton Blanchard","M","1849-01-29","LA","Democrat",3,1894-01-01,1897-03-03
"Thomas Jarvis","M","1836-01-18","NC","Democrat",3,1894-01-01,1895-12-31
"John Patton","M","1850-10-30","MI","Republican",1,1894-01-01,1895-12-31
"Patrick Walsh","M","1840-01-01","GA","Democrat",2,1894-01-01,1895-03-03
"Lucien Baker","M","1846-06-08","KS","Republican",2,1895-12-02,1901-03-03
"Marion Butler","M","1863-05-20","NC","Populist",2,1895-12-02,1901-03-03
"Donelson Caffery","M","1835-09-10","LA","Democrat",2,1892-01-01,1895-03-03
"Donelson Caffery","M","1835-09-10","LA","Democrat",2,1895-12-02,1901-03-03
"William Chandler","M","1835-12-28","NH","Republican",2,1887-12-05,1889-03-03
"William Chandler","M","1835-12-28","NH","Republican",2,1889-12-02,1895-03-03
"William Chandler","M","1835-12-28","NH","Republican",2,1895-12-02,1901-03-03
"Horace Chilton","M","1853-12-29","TX","Democrat",1,1891-12-07,1893-03-03
"Horace Chilton","M","1853-12-29","TX","Democrat",2,1895-12-02,1901-03-03
"John Gear","M","1825-04-07","IA","Republican",2,1895-12-02,1901-03-03
"Isham Harris","M","1818-02-10","TN","Democrat",2,1877-10-15,1883-03-03
"Isham Harris","M","1818-02-10","TN","Democrat",2,1883-12-03,1889-03-03
"Isham Harris","M","1818-02-10","TN","Democrat",2,1889-12-02,1895-03-03
"Isham Harris","M","1818-02-10","TN","Democrat",2,1895-12-02,1897-12-31
"William Lindsay","M","1835-09-04","KY","Democrat",2,1893-08-07,1895-03-03
"William Lindsay","M","1835-09-04","KY","Democrat",2,1895-12-02,1901-03-03
"Lee Mantle","M","1851-12-13","MT","Silver Republican",1,1895-12-02,1899-03-03
"George McBride","M","1854-03-13","OR","Republican",2,1895-12-02,1901-03-03
"Richard Pettigrew","M","1848-07-23","SD","Republican",2,1889-12-02,1895-03-03
"Richard Pettigrew","M","1848-07-23","SD","Silver Republican",2,1895-12-02,1901-03-03
"William Sewell","M","1835-12-06","NJ","Republican",1,1881-12-05,1887-03-03
"William Sewell","M","1835-12-06","NJ","Republican",2,1895-12-02,1901-03-03
"George Shoup","M","1836-06-15","ID","Republican",2,1890-01-01,1895-03-03
"George Shoup","M","1836-06-15","ID","Republican",2,1895-12-02,1901-03-03
"John Thurston","M","1847-08-21","NE","Republican",2,1895-12-02,1901-03-03
"Edward Walthall","M","1831-04-04","MS","Democrat",2,1885-12-07,1889-03-03
"Edward Walthall","M","1831-04-04","MS","Democrat",2,1889-12-02,1895-03-03
"Edward Walthall","M","1831-04-04","MS","Democrat",2,1895-12-02,1899-03-03
"John Wilson","M","1850-08-07","WA","Republican",1,1895-12-02,1899-03-03
